"year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
2007,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",167.706575552614
2008,49," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
2005,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
2007,47," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
2003,52," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
2009,34," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",114.475713290347
2004,62," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
2007,44," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
2005,48," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",152.216806827106
2007,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",124.720446242886
2009,35," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2003,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",89.2428846644714
2005,34," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
2003,50," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2006,50," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",153.457515308961
2004,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",46.7632687977187
2009,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",129.453644576625
2005,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
2009,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",94.0727147457005
2005,30," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
2005,34," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",128.680488220624
2007,50," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
2004,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",110.782650276254
2003,53," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",99.6894636984864
2004,40," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
2006,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",82.6796372966372
2006,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
2005,44," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",148.413159102577
2008,54," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",95.2307125669819
2008,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",163.515863976238
2006,62," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",279.501781963737
2008,33," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",114.475713290347
2004,44," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",102.870246933215
2005,80," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2005,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2008,58," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",70.4760196469445
2004,51," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",101.82435207568
2005,60," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.601417511009
2007,33," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",87.9810327856054
2006,28," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2004,37," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.115743812184
2006,56," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
2009,59," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",171.765132627508
2004,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",75.0431540173515
2003,34," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",72.1504556815713
2004,37," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",34.6074177301288
2009,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2008,45," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
2006,36," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",140.398200161944
2008,23," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",27.1405792079024
2003,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",127.115743812184
2005,33," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",114.475713290347
2009,48," Male"," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.115743812184
2008,28," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",82.6796372966372
2008,37," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",101.82435207568
2006,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",86.6951548289402
2005,22," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",63.1888610037461
2007,60," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",114.926521781463
2009,30," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
2003,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",101.82435207568
2003,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.82435207568
2009,55," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",103.181326958727
2006,26," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",113.567089569751
2006,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2003,42," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2007,71," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",105.69144753053
2008,33," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",128.680488220624
2004,49," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",51.7514403709426
2005,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",81.2832532842527
2004,41," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",158.294621427791
2005,59," Male"," Divorced"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",54.121205395165
2004,33," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
2009,47," Male"," Never Married"," Other"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",71.6867436659172
2006,34," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",145.143601176911
2007,23," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",94.0727147457005
2009,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.901232979118
2009,30," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",102.870246933215
2006,54," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",89.4924795180001
2009,46," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
2005,52," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",137.590142766506
2008,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",176.989650489877
2007,57," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",97.4932940453934
2005,46," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",100.764272842107
2005,30," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",81.2832532842527
2006,32," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",56.9055391446732
2008,53," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",105.927810775063
2005,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",138.299126920883
2003,31," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",108.874525834712
2003,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",76.8936025176112
2004,41," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
2008,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2004,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",75.3556793180091
2004,24," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",74.5711617723683
2004,53," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
2004,39," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",95.2307125669819
2007,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",145.143601176911
2006,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",140.398200161944
2006,34," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2004,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",99.6894636984864
2003,60," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",59.0970640815891
2006,43," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2009,20," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",64.3510245722737
2008,27," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",133.232350826567
2004,35," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",59.0970640815891
2008,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",104.921506533664
2009,56," Male"," Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",60.1541246622441
2008,19," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",30.9237526933873
2006,35," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",109.833985642199
2005,23," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
2003,45," Male"," Widowed"," Other"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2004,54," Male"," Divorced"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," No",65.1108537153447
2008,43," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",87.9810327856054
2008,42," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",176.989650489877
2005,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",189.244162932803
2007,49," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",79.8549003093467
2006,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",111.185461930226
2005,50," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2006,37," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
2005,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",186.876677628007
2009,58," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",154.68529299563
2005,41," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",124.720446242886
2006,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.79948020565
